sample_name,culture_ID,cluster,size,longest_contig,n50,contigs,completeness,purity,av_cov,av_gc,kingdom,phylum,class,order,family,genus,species,taxid,Habitat,Location ,Continent,Substrate,Lat,Long,Altitude,Host_Phylum,Host_Class,Host_Order,Host_Family,Host_Genus,Host_Species,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
sa414,Pleurocapsa_minor_HA4230-MV1,DBSCAN_round1_0,6659911,388605,104037,110,94.96402878,99.2481203,15.58989902,70.14458602,Bacteria,Actinobacteria,Actinomycetia,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella multipartita,53461,Tropical_rock_wall,HI_USA,PacificIslands,subareial,21.367,-157.792,389,Cyanobacteria,unclassified,Pleurocapsales,Pleurocapsaceae,Pleurocapsa,Pleurocapsa minor,21.9,82,66,1376,280,156,124,210,235,235,201,3229,342,190,18,943,666,681,843
sa415,Scytolyngbya_sp._HA4215-MV1,DBSCAN_round1_0,4447423,1049633,652558,22,100,100,103.4165927,58.92137986,Bacteria,Proteobacteria,Betaproteobacteria,unclassified,unclassified,unclassified,Betaproteobacteria bacterium UKL13-2,1690485,Freshwater_stream,HI_USA,PacificIslands,fresh water,21.6028,-157.956,610,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Scytolyngbya,Scytolyngbya sp.,22,83,65,1378,284,158,126,210,237,237,202,2335,253,118,23,711,445,456,704
sa416,Scytolyngbya_sp._HA4215-MV1,DBSCAN_round1_2,6618851,830298,395407,33,97.84172662,97.14285714,1282.167505,48.67643946,Bacteria,Cyanobacteria,unclassified,Synechococcales,Trichocoleusaceae,Trichocoleus,unclassified,450526,Freshwater_stream,HI_USA,PacificIslands,fresh water,21.6028,-157.956,610,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Scytolyngbya,Scytolyngbya sp.,22,83,65,1378,284,158,126,210,237,237,202,2335,253,118,23,711,445,456,704
sa417,Scytolyngbya_sp._HA4215-MV1,DBSCAN_round1_1,5885201,896552,309175,36,99.28057554,96.5034965,40.03777118,67.04567949,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Alsobacteraceae,Alsobacter,Alsobacter metallidurans,340221,Freshwater_stream,HI_USA,PacificIslands,fresh water,21.6028,-157.956,610,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Scytolyngbya,Scytolyngbya sp.,22,83,65,1378,284,158,126,210,237,237,202,2335,253,118,23,711,445,456,704
sa418,Scytolyngbya_sp._HA4215-MV1,DBSCAN_round1_3,5022999,437108,130091,52,99.28057554,100,99.10459469,68.27707909,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodovarius,Rhodovarius lipocyclicus,268410,Freshwater_stream,HI_USA,PacificIslands,fresh water,21.6028,-157.956,610,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Scytolyngbya,Scytolyngbya sp.,22,83,65,1378,284,158,126,210,237,237,202,2335,253,118,23,711,445,456,704
sa419,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round2_30,31772,31772,31772,1,20.8633094,100,616.457164,67.468211,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga massiliensis,1033741,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa420,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round2_2,1149379,599419,599419,5,20.8633094,100,628.679769,69.4923085,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Salinarimonadaceae,Salinarimonas,Salinarimonas sp. BN140002,1638099,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa421,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round2_3,1745448,446702,245842,8,53.2374101,100,595.395219,68.1069273,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga massiliensis,1033741,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa422,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round190_4,4240879,747409,536574,14,84.8920863,98.3333333,40.9420306,60.0924714,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia submarina,1173082,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa423,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round1_3,5484024,730992,511859,18,84.1726619,95.9016393,457.931804,74.6240534,Bacteria,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatirosa,Gemmatirosa kalamazoonesis,861299,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa424,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round1_4,3867137,576098,387930,18,92.8057554,99.2307692,34.845278,67.6280152,Bacteria,Chloroflexi,Thermomicrobia,Thermomicrobiales,unclassified,unclassified,uncultured Thermomicrobiales bacterium,1645740,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa425,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round1_2,5084280,752393,393097,19,98.5611511,97.1631206,29.6035388,76.2026088,Bacteria,Actinobacteria,Actinomycetia,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,uncultured Pseudonocardia sp.,211455,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa426,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round190_3,4546076,960438,532906,24,85.6115108,96.7479675,82.4295762,60.305745,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,Devosia submarina,1173082,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa427,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round1_0,4294840,1404196,1202946,34,99.2805755,97.8723404,113.905557,67.1372158,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium deserti,1914756,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa428,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round2_5,2846006,240578,110583,38,47.4820144,97.0588235,23.300064,67.8931808,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,unclassified,186650,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa429,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round1_5,2926929,247813,110394,40,89.2086331,99.2,17.505275,65.4334629,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas sp. ID1715,1656898,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa430,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round1_9,2978547,75517,22081,143,53.2374101,98.6666667,8.53826513,64.5988128,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,Microvirga tunisiensis,2108360,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa431,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round1_8,3613005,85153,25535,161,66.9064748,98.9361702,8.49633311,59.3043187,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Noviherbaspirillum,unclassified,1344552,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa432,Scytonema_hyalinum_WJT4-NPBG1,DBSCAN_round1_6,8399904,185275,67250,174,93.5251799,94.2028986,312.537794,43.6453798,Bacteria,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema sp. NIES-4073,2005464,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa433,Scytonema_hyalinum_WJT4-NPBG1,unclustered,6441518,287472,37800,220,60.4316547,55.2631579,198.120947,64.1385773,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,unclassified,186650,Desert_soil,CA_USA,NorthAmerica,soil,33.9461,-115.9036,619,Cyanobacteria,unclassified,Nostocales,Scytonemataceae,Scytonema,Scytonema hyalinum,20.1,161,43,7403,398,32,366,295,230,298,111,128,20,1,48,45,9,33,42
sa434,Scytonematopsis_contorta_HA4267-MV1,DBSCAN_round1_0,5192651,382506,88183,79,96.4028777,99.25925926,577.7726217,69.93104293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Elioraeaceae,Elioraea,unclassified,457933,Tropical_vernal_pool,HI_USA,PacificIslands,hydroterrestrial,21.323,-157.772,339,Cyanobacteria,unclassified,Nostocales,unclassified,Scytonematopsis,Scytonematopsis contorta,22.1,81,65,1362,282,159,123,212,236,237,203,2985,317,169,19,867,603,614,792
sa435,Scytonematopsis_contorta_HA4267-MV1,DBSCAN_round1_1,10657584,422773,163995,109,99.28057554,91.39072848,605.517767,38.4245998,Bacteria,Cyanobacteria,unclassified,Nostocales,Calotrichaceae,Calothrix,unclassified,1186,Tropical_vernal_pool,HI_USA,PacificIslands,hydroterrestrial,21.323,-157.772,339,Cyanobacteria,unclassified,Nostocales,unclassified,Scytonematopsis,Scytonematopsis contorta,22.1,81,65,1362,282,159,123,212,236,237,203,2985,317,169,19,867,603,614,792
sa436,Spirirestis_raphaelensis_WJT71-NPBG6,DBSCAN_round3_1,3363317,937431,482289,12,100,97.88732394,41.63320317,66.61530864,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingosinicellaceae,Sphingosinicella,uncultured Sphingosinicella sp.,478748,Desert_soil,CA_USA,NorthAmerica,soil,33.9755,-115.3947,500,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Spirirestis,Spirirestis raphaelensis,21.2,140,40,7626,399,49,350,308,243,313,119,119,21,1,53,46,7,35,37
sa437,Spirirestis_raphaelensis_WJT71-NPBG6,DBSCAN_round4_0,4230513,241191,111911,53,97.84172662,95.77464789,139.7716513,63.54893603,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,unclassified,186650,Desert_soil,CA_USA,NorthAmerica,soil,33.9755,-115.3947,500,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Spirirestis,Spirirestis raphaelensis,21.2,140,40,7626,399,49,350,308,243,313,119,119,21,1,53,46,7,35,37
sa438,Spirirestis_raphaelensis_WJT71-NPBG6,DBSCAN_round3_0,4179401,997675,330034,56,100,99.28571429,331.6286882,63.30139175,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Sphingomonas kaistensis,298708,Desert_soil,CA_USA,NorthAmerica,soil,33.9755,-115.3947,500,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Spirirestis,Spirirestis raphaelensis,21.2,140,40,7626,399,49,350,308,243,313,119,119,21,1,53,46,7,35,37
sa439,Spirirestis_raphaelensis_WJT71-NPBG6,DBSCAN_round3_2,3821450,245608,91745,57,76.97841727,95.53571429,25.76921064,66.80165906,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,unclassified,186650,Desert_soil,CA_USA,NorthAmerica,soil,33.9755,-115.3947,500,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Spirirestis,Spirirestis raphaelensis,21.2,140,40,7626,399,49,350,308,243,313,119,119,21,1,53,46,7,35,37
sa440,Spirirestis_raphaelensis_WJT71-NPBG6,unclustered,1983173,121390,34875,72,17.26618705,92.30769231,80.63437885,60.51711071,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methylobacteriaceae,Microvirga,unclassified,186650,Desert_soil,CA_USA,NorthAmerica,soil,33.9755,-115.3947,500,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Spirirestis,Spirirestis raphaelensis,21.2,140,40,7626,399,49,350,308,243,313,119,119,21,1,53,46,7,35,37
sa441,Spirirestis_raphaelensis_WJT71-NPBG6,DBSCAN_round1_1,7071876,185050,72027,143,98.56115108,97.85714286,840.2684283,42.02504399,Bacteria,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Tolypothrix,Tolypothrix sp. NIES-4075,2005459,Desert_soil,CA_USA,NorthAmerica,soil,33.9755,-115.3947,500,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Spirirestis,Spirirestis raphaelensis,21.2,140,40,7626,399,49,350,308,243,313,119,119,21,1,53,46,7,35,37
sa442,Spirirestis_raphaelensis_WJT71-NPBG6,DBSCAN_round2_2,6277840,85240,29055,263,92.8057554,99.23076923,15.06166691,70.28431754,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Paracraurococcus,unclassified,77674,Desert_soil,CA_USA,NorthAmerica,soil,33.9755,-115.3947,500,Cyanobacteria,unclassified,Nostocales,Tolypothrichaceae,Spirirestis,Spirirestis raphaelensis,21.2,140,40,7626,399,49,350,308,243,313,119,119,21,1,53,46,7,35,37
sa443,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round2_0,4213068,4213068,4213068,1,100,96.52777778,76.77103882,65.33927295,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Sphingopyxis sp. H050,1759072,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa444,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round2_27,41255,24040,24040,2,23.02158273,100,13.34863653,66.34589747,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,Reyranella,Reyranella sp.,1929291,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa445,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round1_1,8616470,3342460,2693175,6,99.28057554,99.28057554,140.9424673,46.89235847,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Paraflavitalea,Paraflavitalea soli,2315862,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa446,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round1_2,5416522,2038731,1521498,10,99.28057554,95.17241379,87.5663926,67.78813046,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Alsobacteraceae,Alsobacter,Alsobacter metallidurans,340221,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa447,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round1_4,2930641,1200542,892823,10,99.28057554,100,836.8189222,66.11393207,Bacteria,Proteobacteria,Alphaproteobacteria,unclassified,unclassified,unclassified,Alphaproteobacteria bacterium,1913988,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa448,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round2_3,4693599,1283050,808886,11,82.01438849,99.13043478,23.2505442,68.19992505,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,unclassified,85413,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa449,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round4_2,508411,99180,48048,12,20.14388489,100,13.40649986,66.25210706,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,Reyranella,Reyranella sp.,1929291,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa450,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round2_2,5109652,1373758,657122,13,99.28057554,100,21.36788787,63.25557983,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,unclassified,Pseudorhodoplanes,Pseudorhodoplanes sinuspersici,1235591,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa451,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round2_1,5708462,1640193,717684,13,100,94.55782313,339.4848556,66.58818084,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Bosea sp. Root483D1,1736544,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa452,Stenomitos_rutilans_HA7619-LM2,unclustered,1124010,253011,104108,20,17.26618705,100,38.92913853,65.6673873,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,Reyranella,Reyranella sp.,1929291,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa453,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round2_4,4716879,452572,253358,22,50.35971223,100,13.42100635,66.25781581,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,unclassified,Reyranella,Reyranella sp.,1929291,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa454,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round1_8,3996274,261958,121154,58,98.56115108,98.56115108,10.56653698,46.98536687,Bacteria,Bacteroidetes,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavitalea,Flavitalea sp. OAE831,2663808,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa455,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round1_7,6543790,429174,202884,60,95.68345324,98.51851852,27.75624279,49.83705162,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Spirosoma,unclassified,107,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa456,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round3_1,1882044,137970,17025,99,23.74100719,100,50.81516479,61.40446238,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,unclassified,68287,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa457,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round1_9,4517559,165151,60536,107,98.56115108,96.47887324,10.50110735,65.05336178,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia,unclassified,46913,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa458,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round1_5,7280192,467546,93448,119,97.84172662,97.14285714,358.9135009,50.34371346,Bacteria,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos frigidus,1886765,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa459,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round1_10,3755924,125980,29015,147,77.69784173,97.2972973,8.66229109,61.36447383,Bacteria,Planctomycetes,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,unclassified,unclassified,666507,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa460,Stenomitos_rutilans_HA7619-LM2,DBSCAN_round1_11,2188850,34288,15196,148,46.76258993,98.48484848,7.754568381,48.11033191,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Fulvivirgaceae,Ohtaekwangia,Ohtaekwangia koreensis,688867,Cave_rock_wall,HI_USA,PacificIslands,subareial,22.2202,-159.5794,106,Cyanobacteria,unclassified,Synechococcales,Leptolyngbyaceae,Stenomitos,Stenomitos rutilans,23.1,86,66,1514,295,166,129,219,248,249,211,3045,358,128,29,962,537,555,911
sa461,Symplocastrum_torsivum_CPER-KK1,unclustered,10436,10436,10436,1,unknown,unknown,8.663855883,66.45266386,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,Ancylobacter aquaticus,100,Grassland_soil,CO_USA,NorthAmerica,soil,40.822,-104.7128,1622,Cyanobacteria,unclassified,Oscillatoriales,Coleofasciculaceae,Symplocastrum,Symplocastrum torsivum,8.4,160,39,8537,301,-106,407,171,-22,197,-22,365,63,8,59,170,26,145,26
sa462,Symplocastrum_torsivum_CPER-KK1,DBSCAN_round2_0,3817469,1612136,772127,7,100,100,1411.490252,64.66032861,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,unclassified,165697,Grassland_soil,CO_USA,NorthAmerica,soil,40.822,-104.7128,1622,Cyanobacteria,unclassified,Oscillatoriales,Coleofasciculaceae,Symplocastrum,Symplocastrum torsivum,8.4,160,39,8537,301,-106,407,171,-22,197,-22,365,63,8,59,170,26,145,26
sa463,Symplocastrum_torsivum_CPER-KK1,DBSCAN_round2_2,3742110,786302,645872,8,98.56115108,100,38.92640542,68.54384291,Bacteria,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Microbacterium,Microbacterium pumilum,344165,Grassland_soil,CO_USA,NorthAmerica,soil,40.822,-104.7128,1622,Cyanobacteria,unclassified,Oscillatoriales,Coleofasciculaceae,Symplocastrum,Symplocastrum torsivum,8.4,160,39,8537,301,-106,407,171,-22,197,-22,365,63,8,59,170,26,145,26
sa464,Symplocastrum_torsivum_CPER-KK1,DBSCAN_round1_1,3954775,1003124,460271,12,98.56115108,100,37.71968443,37.7386577,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium johnsoniae,986,Grassland_soil,CO_USA,NorthAmerica,soil,40.822,-104.7128,1622,Cyanobacteria,unclassified,Oscillatoriales,Coleofasciculaceae,Symplocastrum,Symplocastrum torsivum,8.4,160,39,8537,301,-106,407,171,-22,197,-22,365,63,8,59,170,26,145,26
